Title,Price,Importé neuf,Kilométrage,Année,Boite de vitesses,Carburant,Date,Puissance fiscale,Nombre de portes,Couleur,Carrosserie,Véhicule dédouané,Première main,Véhicule en garantie
FIAT Doblo,93 000 Dhs,,175.0,2016.0,Manuelle,Diesel,06-08-2023,,,,,,,
LAND-ROVER Range rover evoque,230 000 Dhs,Oui,160000.0,2013.0,Automatique,Diesel,06-08-2023,9.0,,Noir,,,,
VOLKSWAGEN Tiguan,130 000 Dhs,,222000.0,2008.0,Manuelle,Diesel,06-08-2023,8.0,,Grisfonce,,2016,,
PEUGEOT 308,180 000 Dhs,,49000.0,2021.0,Manuelle,Diesel,05-08-2023,6.0,,Grisfonce,,,,13Mois
PEUGEOT Partner,90 000 Dhs,,127000.0,2017.0,Manuelle,Diesel,05-08-2023,,,Blanc,,,,
DACIA Logan,54 000 Dhs,,184000.0,2009.0,Manuelle,Diesel,05-08-2023,6.0,5.0,Noir,Citadine,,,
BMW Serie 5,235 000 Dhs,,165000.0,2013.0,Automatique,Diesel,05-08-2023,8.0,5.0,Noir,Berline,,,
BMW Serie 1,260 000 Dhs,,100000.0,2016.0,Automatique,Diesel,05-08-2023,,,Blanc,Coupé,,Oui,
AUDI A4,205 000 Dhs,,,2014.0,Automatique,Diesel,05-08-2023,8.0,5.0,Grisfonce,,,Oui,
NISSAN Juke,122 000 Dhs,,157000.0,2013.0,Manuelle,Diesel,05-08-2023,6.0,5.0,Blanc,Citadine,,,12Mois
HYUNDAI Grand santa fe,78 000 Dhs,,170000.0,2009.0,Manuelle,Diesel,05-08-2023,8.0,5.0,Blanc,Suvet4x4,,,
DS Ds5,167 000 Dhs,,92000.0,2017.0,Automatique,Diesel,05-08-2023,6.0,5.0,Noir,Compact,,Oui,
VOLKSWAGEN Passat,85 000 Dhs,,300000.0,2008.0,Manuelle,Diesel,05-08-2023,8.0,5.0,Grisanthracite,Berline,,,
LAND-ROVER Range rover evoque,223 000 Dhs,,158000.0,2014.0,Automatique,Diesel,05-08-2023,6.0,5.0,Blanc,Suvet4x4,,,
DACIA Logan,155 000 Dhs,,1400.0,2022.0,Manuelle,Diesel,05-08-2023,6.0,5.0,Grisfonce,Monospace,,Oui,3Mois
FIAT 500,70 000 Dhs,,214000.0,2008.0,Manuelle,Diesel,05-08-2023,5.0,,Blanc,,,,
HYUNDAI Tucson,285 000 Dhs,,48000.0,2021.0,Automatique,Diesel,05-08-2023,6.0,5.0,Blanc,Citadine,,Oui,
MERCEDES Classe c,270 000 Dhs,,169000.0,2014.0,Automatique,Diesel,05-08-2023,9.0,5.0,,,2018,Oui,
HYUNDAI Tucson,228 000 Dhs,,69000.0,2018.0,Automatique,Diesel,05-08-2023,5.0,5.0,Blanc,Suvet4x4,,Oui,
SUZUKI Splash,50 000 Dhs,,100000.0,2013.0,Manuelle,Essence,05-08-2023,4.0,5.0,Blanc,Citadine,,,
ISUZU D-max,166 000 Dhs,,150000.0,2017.0,Manuelle,Diesel,05-08-2023,10.0,2.0,Bleumarine,Pickup\u200b,,,
FORD Fiesta,102 000 Dhs,,114000.0,2014.0,Manuelle,Diesel,05-08-2023,6.0,5.0,Grisclair,Citadine,,Oui,
DACIA Duster,165 000 Dhs,,62500.0,2018.0,Manuelle,Diesel,05-08-2023,6.0,5.0,Grisfonce,Suvet4x4,,Oui,
PORSCHE Cayenne,230 000 Dhs,,190000.0,2012.0,Automatique,Diesel,05-08-2023,12.0,5.0,Blanc,Suvet4x4,,,
FIAT Panda,83 000 Dhs,,10000.0,2018.0,Manuelle,Essence,05-08-2023,,,Grisclair,Monospace,,Oui,
CHEVROLET Camaro,,,9500.0,2022.0,Automatique,Essence,05-08-2023,,2.0,Bleu,Coupé,,,
FORD Focus 5p,155 000 Dhs,,100000.0,2016.0,Manuelle,Diesel,05-08-2023,6.0,5.0,Grisfonce,Berline,,,
OPEL Zafira,65 000 Dhs,,300000.0,2003.0,Manuelle,Diesel,05-08-2023,8.0,5.0,Argent,Monospace,2012,,
MERCEDES Classe c,297 000 Dhs,,111000.0,2015.0,Automatique,Diesel,05-08-2023,9.0,5.0,Blanc,Berline,2015,,
RENAULT Kadjar,227 000 Dhs,,94000.0,2018.0,Automatique,Diesel,05-08-2023,6.0,5.0,Noir,Suvet4x4,,,
FIAT Panda,83 000 Dhs,,10000.0,2018.0,Manuelle,Essence,04-08-2023,6.0,,Argent,Cabriolet,,,
MERCEDES 200,200 000 Dhs,,161000.0,2014.0,Manuelle,Diesel,04-08-2023,8.0,5.0,Blanc,Berline,,Oui,
FORD Focus 5p,145 000 Dhs,,180000.0,2015.0,Manuelle,Diesel,04-08-2023,7.0,5.0,Blanc,,,Oui,
HONDA Accord,5 500 Dhs,,,2008.0,Automatique,Essence,04-08-2023,,,Noir,,,,5Mois
FORD Kuga,230 000 Dhs,,110000.0,2017.0,Automatique,Diesel,04-08-2023,8.0,5.0,Noir,Suvet4x4,,Oui,
JEEP Grand cherokee,159 000 Dhs,,125000.0,2014.0,Automatique,Diesel,04-08-2023,12.0,5.0,Blanc,Suvet4x4,,,
FIAT Uno,25 000 Dhs,,,1999.0,Manuelle,Essence,04-08-2023,7.0,5.0,Vert,Coupé,,,
VOLKSWAGEN Cc,160 000 Dhs,,149000.0,2014.0,Manuelle,Diesel,04-08-2023,8.0,5.0,Noir,Berline,,Oui,
RENAULT Clio,135 000 Dhs,,30000.0,2020.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Grisanthracite,Citadine,,Oui,
MERCEDES 220,195 000 Dhs,,198000.0,2014.0,Automatique,Diesel,04-08-2023,8.0,3.0,Noir,Coupé,,Oui,
RENAULT Clio,136 000 Dhs,,16000.0,2020.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Bordeaux,Coupé,,,3Mois
DACIA Duster,115 000 Dhs,,234000.0,2014.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Gris,,,Oui,
FIAT 500x,145 000 Dhs,,135000.0,2016.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Noir,Crossover,,,
MERCEDES Classe g,,,4000.0,2023.0,Automatique,Essence,04-08-2023,29.0,5.0,,,2023,Oui,
AUDI Q5 sportback,950 000 Dhs,,24000.0,2021.0,Automatique,Diesel,04-08-2023,,5.0,Noir,Suvet4x4,2023,Oui,
OPEL Crossland,170 000 Dhs,,36000.0,2019.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Blanc,Suvet4x4,,Oui,
RENAULT Megane,65 000 Dhs,,190000.0,2005.0,Manuelle,Diesel,04-08-2023,6.0,,,,,,
LAND-ROVER Range rover evoque,550 000 Dhs,,14000.0,2022.0,Automatique,Essence,04-08-2023,8.0,,Gris,Suvet4x4,,Oui,
FIAT Doblo,92 000 Dhs,,164000.0,2016.0,Manuelle,Diesel,04-08-2023,5.0,,Blanc,,,Oui,
RENAULT Clio,132 000 Dhs,,84300.0,2019.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Blanc,Coupé,,Oui,
DACIA Dokker,119 000 Dhs,,86000.0,2020.0,Manuelle,Diesel,04-08-2023,6.0,,Blanc,,,Oui,
MERCEDES Cla,220 000 Dhs,,95000.0,2014.0,Automatique,Diesel,04-08-2023,,5.0,Noir,,,,
KIA Soul,109 000 Dhs,,130000.0,2016.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Gris,Cabriolet,,,
TOYOTA Hilux,155 000 Dhs,,200000.0,2012.0,Manuelle,Diesel,04-08-2023,10.0,2.0,Grisclair,Pickup\u200b,,,
CITROEN C3,135 000 Dhs,,32000.0,2019.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Blanc,,,Oui,
AUDI A3 berline,290 000 Dhs,,78000.0,2018.0,Automatique,Diesel,04-08-2023,8.0,5.0,Bleumarine,Berline,,Oui,12Mois
MERCEDES Classe e coupe,470 000 Dhs,Oui,109000.0,2017.0,Automatique,Diesel,04-08-2023,8.0,3.0,Or,Coupé,,,
FORD Focus 5p,118 000 Dhs,,160000.0,2014.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Noir,Coupé,,,2Mois
SEAT Cordoba,43 000 Dhs,,234567.0,1997.0,Manuelle,Diesel,04-08-2023,8.0,4.0,Vertfonce,Coupé,,,
BMW Serie 1,248 000 Dhs,,200000.0,2015.0,Automatique,Diesel,04-08-2023,8.0,5.0,Blanc,,2022,Oui,
PEUGEOT Boxer,,,,2013.0,Manuelle,Diesel,04-08-2023,,,,,,,
FIAT Tipo,109 000 Dhs,,100000.0,2018.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Gris,Berline,,,
AUDI A7,165 000 Dhs,,186000.0,2013.0,Automatique,Diesel,04-08-2023,12.0,5.0,Noir,Berline,,Oui,
VOLKSWAGEN Touareg,245 000 Dhs,,140000.0,2014.0,Automatique,Diesel,04-08-2023,12.0,4.0,Marron,Suvet4x4,2014,Oui,
OPEL Astra,113 000 Dhs,,165000.0,2012.0,Manuelle,Diesel,04-08-2023,,,,Berline,,,
FORD Kuga,147 000 Dhs,,150000.0,2016.0,Manuelle,Diesel,04-08-2023,8.0,5.0,Noir,Suvet4x4,,,
NISSAN Juke,130 000 Dhs,,140000.0,2016.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Rouge,Suvet4x4,,,
FORD Fiesta,55 000 Dhs,,,2009.0,Manuelle,Essence,04-08-2023,6.0,5.0,Gris,Citadine,,,3Mois
NISSAN Qashqai,177 000 Dhs,,156.0,2017.0,Manuelle,Diesel,04-08-2023,6.0,5.0,Noir,Suvet4x4,,Oui,
AUDI S3,,Oui,64000.0,2021.0,Automatique,Essence,04-08-2023,5.0,5.0,,,2021,Oui,
DACIA Lodgy,140 000 Dhs,,41000.0,2019.0,Manuelle,Diesel,03-08-2023,6.0,5.0,Bleumarine,,,,
MINI One,270 000 Dhs,,2300.0,2022.0,Automatique,Essence,03-08-2023,9.0,2.0,Vert,,,Oui,24Mois
DACIA Logan,87 000 Dhs,,148000.0,2017.0,Manuelle,Diesel,03-08-2023,5.0,5.0,Blanc,Berline,,,
HYUNDAI Santa fe,95 000 Dhs,,144345.0,2010.0,Manuelle,Diesel,03-08-2023,9.0,5.0,Or,Suvet4x4,,,
HYUNDAI Tucson,57 000 Dhs,,170000.0,2005.0,Manuelle,Diesel,02-08-2023,8.0,6.0,Argent,Coupé,,,
HYUNDAI Accent,50 300 Dhs,,,2009.0,Manuelle,Essence,02-08-2023,8.0,5.0,Bleu,Berline,,,
FIAT 500x,160 000 Dhs,,86000.0,2018.0,Automatique,Diesel,02-08-2023,,5.0,Gris,Crossover,,,
VOLKSWAGEN Golf 4,50 000 Dhs,,30000000.0,1998.0,Manuelle,Essence,02-08-2023,9.0,5.0,Gris,Compact,2009,,1Mois
VOLKSWAGEN Golf 7,165 000 Dhs,,,2017.0,Manuelle,Diesel,02-08-2023,8.0,,Blanc,Compact,,Oui,
FORD Focus 5p,160 000 Dhs,,100000.0,2016.0,Manuelle,Diesel,02-08-2023,6.0,5.0,Grisclair,Compact,,Oui,
BMW Serie 1,145 000 Dhs,,140000.0,2012.0,Manuelle,Diesel,02-08-2023,8.0,5.0,Noir,Citadine,,,
HONDA Cr-v,145 000 Dhs,,234000.0,2014.0,Manuelle,Diesel,02-08-2023,6.0,5.0,Autre,Suvet4x4,,,
VOLKSWAGEN Tiguan,135 000 Dhs,,265971.0,2009.0,Manuelle,Diesel,02-08-2023,8.0,5.0,Noir,Suvet4x4,2014,,
MERCEDES Classe c,82 000 Dhs,,,2002.0,Automatique,Diesel,02-08-2023,9.0,,Bleu,Berline,2008,,
PEUGEOT 3008,235 000 Dhs,,39000.0,2018.0,Manuelle,Diesel,02-08-2023,8.0,5.0,Blanc,Suvet4x4,,Oui,12Mois
CITROEN C4,72 000 Dhs,,220000.0,2011.0,Manuelle,Diesel,02-08-2023,7.0,5.0,Noir,Compact,,,
VOLKSWAGEN Cc,195 000 Dhs,,160000.0,2016.0,Manuelle,Diesel,02-08-2023,8.0,5.0,Gris,Berline,,Oui,
HYUNDAI Tucson,220 000 Dhs,,120000.0,2017.0,Manuelle,Diesel,02-08-2023,7.0,4.0,Grisfonce,Suvet4x4,,Oui,
HONDA City,48 000 Dhs,,,2005.0,Manuelle,Essence,02-08-2023,,,Noir,Berline,,,
FIAT Tipo,105 000 Dhs,,148000.0,2018.0,Manuelle,Diesel,02-08-2023,5.0,4.0,Blanc,Berline,,,
AUDI A7,165 000 Dhs,,187000.0,2013.0,Automatique,Diesel,02-08-2023,12.0,5.0,Noir,Berline,,,
ALFA-ROMEO 159,62 000 Dhs,,276000.0,2009.0,Manuelle,Diesel,02-08-2023,10.0,5.0,Grisclair,Berline,,,
DACIA Duster,190 000 Dhs,,52700.0,2020.0,Automatique,Diesel,02-08-2023,6.0,5.0,Noir,Suvet4x4,,,
RENAULT Megane,250 000 Dhs,,6000.0,2022.0,Automatique,Diesel,02-08-2023,8.0,5.0,Blanc,Compact,,Oui,24Mois
MERCEDES Classe ml,95 000 Dhs,,315000.0,2006.0,Automatique,Diesel,02-08-2023,12.0,5.0,Noir,Suvet4x4,,,
FIAT Siena,33 000 Dhs,,143000.0,2004.0,Manuelle,Essence,01-08-2023,6.0,4.0,Blanc,Berline,,,
FORD Kuga,192 000 Dhs,,104480.0,2019.0,Manuelle,Diesel,01-08-2023,6.0,5.0,Gris,Suvet4x4,,Oui,
FORD Focus 4p,124 000 Dhs,,120000.0,2016.0,Manuelle,Diesel,01-08-2023,6.0,5.0,Grisfonce,Berline,,,
VOLKSWAGEN Golf 5,86 000 Dhs,,,2005.0,Manuelle,Diesel,01-08-2023,8.0,,Gris,Compact,2010,,
AUDI Q5,380 000 Dhs,,165000.0,2017.0,Automatique,Diesel,01-08-2023,8.0,5.0,Bleumarine,Suvet4x4,,Oui,
RENAULT Clio,105 000 Dhs,,,2019.0,Manuelle,Diesel,01-08-2023,6.0,4.0,Blanc,Citadine,,,
RENAULT Clio,125 000 Dhs,,35000.0,2018.0,Manuelle,Diesel,01-08-2023,6.0,4.0,Rouge,Citadine,,,6Mois
RENAULT Clio,156 000 Dhs,,90000.0,2021.0,Manuelle,Diesel,01-08-2023,6.0,5.0,Orange,Citadine,,,
ALFA-ROMEO Giulietta,95 000 Dhs,,115000.0,2012.0,Manuelle,Essence,01-08-2023,8.0,5.0,Grisfonce,Compact,,,
VOLKSWAGEN Tiguan,450 000 Dhs,,85000.0,2021.0,Automatique,Diesel,01-08-2023,9.0,5.0,Grisanthracite,Suvet4x4,,Oui,
OPEL Combo life,178 000 Dhs,,68000.0,2021.0,Manuelle,Diesel,01-08-2023,6.0,4.0,Noir,Utilitaire(minivan),,Oui,
DACIA Logan,65 000 Dhs,,217000.0,2009.0,Manuelle,Diesel,01-08-2023,6.0,5.0,Gris,Berline,,,
RENAULT Megane,90 000 Dhs,,248665.0,2009.0,Manuelle,Diesel,01-08-2023,6.0,5.0,Noir,Compact,,Oui,
CITROEN Xsara,37 500 Dhs,,270000.0,2002.0,Manuelle,Diesel,01-08-2023,7.0,5.0,Argent,Berline,,,
FORD Focus 4p,113 000 Dhs,,135000.0,2012.0,Manuelle,Diesel,01-08-2023,6.0,4.0,Bleumarine,Berline,,,
BMW Serie 2 gran coupe,400 000 Dhs,,30000.0,2021.0,Automatique,Diesel,01-08-2023,6.0,5.0,Blanc,Berline,,Oui,12Mois
CHERY Tiggo 4 pro,215 000 Dhs,,28090.0,2023.0,Automatique,Essence,01-08-2023,9.0,5.0,Noir,Suvet4x4,,Oui,6Mois
LEXUS Rx,490 000 Dhs,,45000.0,2019.0,Automatique,Hybride,01-08-2023,17.0,5.0,Autre,Suvet4x4,,Oui,48Mois
SEAT Ateca,280 000 Dhs,,177000.0,2019.0,Automatique,Diesel,01-08-2023,6.0,5.0,Gris,Suvet4x4,2023,,
VOLKSWAGEN Cc,145 000 Dhs,Oui,200000.0,2009.0,Automatique,Diesel,31-07-2023,8.0,4.0,Gris,Berline,,,1Mois
VOLKSWAGEN Touran,160 000 Dhs,,216000.0,2014.0,Automatique,Diesel,31-07-2023,6.0,5.0,Grisfonce,Monospace,2019,,
SUZUKI Celerio,61 000 Dhs,,100000.0,2012.0,Manuelle,Essence,31-07-2023,6.0,,,Citadine,,,
SUZUKI Carry,60 000 Dhs,,188000.0,1999.0,Manuelle,Essence,31-07-2023,6.0,5.0,Blanc,Utilitaire(minivan),2009,,
SEAT Leon,160 000 Dhs,,110000.0,2015.0,Automatique,Diesel,31-07-2023,6.0,4.0,Grisanthracite,Compact,,,
FORD Focus 5p,130 000 Dhs,,11000.0,2016.0,Manuelle,Diesel,31-07-2023,6.0,,Blanccassé,Compact,,,2Mois
BMW Serie 1,250 000 Dhs,,90000.0,2018.0,Automatique,Diesel,31-07-2023,8.0,5.0,Blanc,Compact,,,
FORD Ecosport,170 000 Dhs,,70000.0,2019.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Rouge,Suvet4x4,,Oui,
VOLVO C30,65 000 Dhs,,160000.0,2010.0,Automatique,Essence,31-07-2023,11.0,3.0,Bleumarine,Coupé,,,
VOLKSWAGEN Polo,125 000 Dhs,,67000.0,2015.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Blanc,Citadine,,Oui,
MERCEDES 190,50 000 Dhs,,350000.0,1992.0,Manuelle,Diesel,31-07-2023,9.0,5.0,Noir,Berline,2008,,
FORD C max,143 000 Dhs,,240000.0,2015.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Noir,Monospace,,Oui,
FORD C max,125 000 Dhs,,125000.0,2015.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Gris,Monospace,,,
NISSAN Pick-up,98 000 Dhs,,220000.0,2006.0,Manuelle,Diesel,31-07-2023,12.0,4.0,Gris,Pickup\u200b,,,
RENAULT Clio,78 000 Dhs,,124000.0,2016.0,Manuelle,Essence,31-07-2023,6.0,,Noir,Citadine,,,
JEEP Grand cherokee,55 000 Dhs,,230700.0,1995.0,Manuelle,Diesel,31-07-2023,8.0,5.0,Noir,Suvet4x4,1997,,
DACIA Sandero,65 000 Dhs,,217000.0,2010.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Grisclair,Citadine,,,
MERCEDES Classe c,130 000 Dhs,,210000.0,2008.0,Automatique,Diesel,31-07-2023,,5.0,Noir,Berline,2012,,
NISSAN Qashqai,190 000 Dhs,,123000.0,2018.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Bleuclair,Suvet4x4,,Oui,
FORD Focus 4p,135 000 Dhs,,167000.0,2014.0,Manuelle,Diesel,31-07-2023,7.0,5.0,Noir,Berline,,Oui,
ABARTH 595 turismo 165ch,210 000 Dhs,,52000.0,2021.0,Automatique,Essence,31-07-2023,8.0,3.0,Blanc,Micro-citadine,,,2024Mois
BMW Serie 5,190 000 Dhs,,200000.0,2012.0,Automatique,Diesel,31-07-2023,8.0,5.0,,Berline,,,3Mois
AUDI Q5,390 000 Dhs,,115000.0,2019.0,Automatique,Diesel,31-07-2023,8.0,6.0,Noir,Suvet4x4,,Oui,2Mois
RENAULT R19,47 000 Dhs,,298121.0,1995.0,Manuelle,Diesel,31-07-2023,7.0,5.0,Gris,Compact,2005,,
VOLKSWAGEN Golf 6,130 000 Dhs,,213432.0,2013.0,Manuelle,Diesel,31-07-2023,,4.0,Blanccassé,Compact,,Oui,1Mois
HYUNDAI Tucson,280 000 Dhs,,26000.0,2022.0,Manuelle,Diesel,31-07-2023,6.0,4.0,Blanc,Suvet4x4,,Oui,48Mois
VOLKSWAGEN Golf 8,590 000 Dhs,,40000.0,2021.0,Automatique,Essence,31-07-2023,12.0,5.0,Noir,Compact,2021,Oui,
DACIA Dokker,95 000 Dhs,,350000.0,2013.0,Manuelle,Diesel,31-07-2023,6.0,,,Utilitaire(minivan),,,
HYUNDAI I20,90 000 Dhs,,84000.0,2012.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Grisclair,Citadine,,Oui,
VOLKSWAGEN Tiguan,450 000 Dhs,,84000.0,2021.0,Automatique,Diesel,31-07-2023,8.0,5.0,Grisanthracite,Suvet4x4,,Oui,
PEUGEOT 207,70 500 Dhs,Oui,400000.0,2010.0,Manuelle,Diesel,31-07-2023,6.0,,Vert,Compact,,,
VOLKSWAGEN Jetta,128 000 Dhs,,125000.0,2014.0,Manuelle,Diesel,31-07-2023,8.0,5.0,Blanc,Berline,,,
FIAT 500l,142 000 Dhs,,85000.0,2016.0,Automatique,Diesel,31-07-2023,5.0,5.0,Grisfonce,Monospace,,,
OPEL Astra,130 000 Dhs,,170000.0,2015.0,Manuelle,Diesel,31-07-2023,7.0,5.0,Noir,Compact,,Oui,
AUDI Q5,300 000 Dhs,Oui,165000.0,2014.0,Automatique,Diesel,31-07-2023,12.0,5.0,Blanc,Suvet4x4,,,
SKODA Octavia,225 000 Dhs,,170000.0,2018.0,Automatique,Diesel,31-07-2023,8.0,5.0,Noir,Berline,,Oui,6Mois
FORD Kuga,148 000 Dhs,,152000.0,2014.0,Manuelle,Diesel,31-07-2023,8.0,5.0,Gris,Suvet4x4,,,
DACIA Sandero,52 000 Dhs,,185000.0,2010.0,Manuelle,Essence,31-07-2023,8.0,5.0,Bleu,Citadine,,,
AUDI A5 coupe,135 000 Dhs,Oui,154000.0,2009.0,Automatique,Diesel,31-07-2023,11.0,,Blanc,Coupé,,,
VOLKSWAGEN Golf 5,80 000 Dhs,,300000.0,2007.0,Manuelle,Diesel,31-07-2023,8.0,4.0,Blanc,Compact,2012,,
SEAT Leon,105 000 Dhs,,168000.0,2012.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Bleuclair,Compact,,,
SKODA Octavia,176 000 Dhs,,140000.0,2017.0,Automatique,Diesel,31-07-2023,8.0,5.0,Noir,Berline,,,3Mois
PEUGEOT 407,53 000 Dhs,,250000.0,2007.0,Manuelle,Diesel,31-07-2023,8.0,5.0,Gris,Berline,,,
AUDI A1,130 000 Dhs,Oui,150000.0,2012.0,Manuelle,Diesel,31-07-2023,,5.0,Gris,Coupé,,Oui,
HYUNDAI Accent,105 000 Dhs,,160000.0,2015.0,Automatique,Diesel,31-07-2023,6.0,,Noir,Berline,,,
FORD Focus 5p,125 000 Dhs,,177931.0,2013.0,Manuelle,Diesel,31-07-2023,6.0,5.0,Autre,Compact,,,
PEUGEOT 206+,56 000 Dhs,,121000.0,2010.0,Manuelle,Essence,31-07-2023,6.0,5.0,,Citadine,,,
SKODA Octavia,168 000 Dhs,,99800.0,2017.0,Manuelle,Diesel,31-07-2023,8.0,8.0,Grisfonce,Berline,,Oui,
PEUGEOT Boxer,182 000 Dhs,,71000.0,2022.0,Manuelle,Diesel,31-07-2023,9.0,5.0,Blanc,Utilitaire(van),,Oui,
VOLKSWAGEN Golf 3,35 000 Dhs,,,1992.0,Manuelle,Diesel,31-07-2023,8.0,5.0,Gris,Compact,2004,,
MINI Cooper,125 000 Dhs,,74000.0,2010.0,Manuelle,Essence,31-07-2023,9.0,5.0,Blanccassé,Break,,,
MERCEDES Sl,,Oui,4000.0,2023.0,Automatique,Essence,30-07-2023,29.0,3.0,,,2023,Oui,
AUDI Rs-q3,,Oui,29000.0,2022.0,Automatique,Essence,29-07-2023,5.0,5.0,,,2022,Oui,
TOYOTA Hilux,245 000 Dhs,,,2012.0,Manuelle,Diesel,28-07-2023,,,,Pickup\u200b,,,
ALFA-ROMEO 159,78 000 Dhs,,182000.0,2007.0,Manuelle,Diesel,28-07-2023,9.0,5.0,Noir,Berline,,,12Mois
TOYOTA Corolla,220 000 Dhs,,46000.0,2021.0,Automatique,Hybride,28-07-2023,10.0,5.0,Blanc,Compact,,,
BMW Serie 5 gt,180 000 Dhs,Oui,155000.0,2012.0,Automatique,Diesel,28-07-2023,12.0,,Bleumarine,Berline,,,3Mois
KIA Picanto,62 000 Dhs,,126000.0,2008.0,Manuelle,Essence,28-07-2023,6.0,5.0,Gris,Citadine,,,
CITROEN Xsara,39 000 Dhs,,400000.0,2002.0,Manuelle,Diesel,28-07-2023,7.0,4.0,Bleuclair,Compact,,,
VOLKSWAGEN Tiguan,220 000 Dhs,,160000.0,2017.0,Manuelle,Diesel,28-07-2023,8.0,5.0,Autre,Suvet4x4,,,
CITROEN Xsara,35 000 Dhs,,460000.0,2001.0,Manuelle,Diesel,28-07-2023,7.0,5.0,Gris,Compact,,,
MERCEDES Classe c,260 000 Dhs,,134000.0,2016.0,Automatique,Diesel,28-07-2023,9.0,5.0,Noir,Berline,,Oui,
RENAULT Symbol,82 000 Dhs,,128000.0,2014.0,Manuelle,Essence,28-07-2023,6.0,4.0,Noir,Berline,,,12Mois
PEUGEOT 206+,65 000 Dhs,,174000.0,2013.0,Manuelle,Essence,28-07-2023,,5.0,Bleumarine,Citadine,,,
RENAULT Scenic,117 000 Dhs,,190000.0,2011.0,Manuelle,Diesel,28-07-2023,7.0,5.0,Marron,Monospace,,Oui,
VOLKSWAGEN Golf 6,125 000 Dhs,,207000.0,2009.0,Manuelle,Diesel,28-07-2023,8.0,,Gris,Compact,2012,,
RENAULT Kadjar,190 000 Dhs,,63000.0,2017.0,Automatique,Diesel,28-07-2023,6.0,5.0,Blanc,Suvet4x4,,Oui,
TOYOTA Prado,85 000 Dhs,,230000.0,2003.0,Manuelle,Diesel,28-07-2023,12.0,5.0,Grisclair,Suvet4x4,,Oui,
FORD Focus 5p,228 000 Dhs,,14800.0,2022.0,Automatique,Diesel,28-07-2023,6.0,5.0,Noir,Compact,,Oui,28Mois
DACIA Dokker,120 000 Dhs,,78000.0,2020.0,Manuelle,Diesel,28-07-2023,6.0,5.0,Blanc,Utilitaire(minivan),,,24Mois
VOLKSWAGEN Passat,60 000 Dhs,,350000.0,1999.0,Manuelle,Diesel,28-07-2023,8.0,5.0,Noir,Berline,,,
RENAULT Talisman,227 000 Dhs,,88000.0,2018.0,Automatique,Diesel,28-07-2023,6.0,4.0,Gris,Berline,,,
VOLKSWAGEN New beetle,,,59000.0,2019.0,Automatique,Diesel,27-07-2023,8.0,3.0,,,2019,Oui,
HYUNDAI Santa fe,230 000 Dhs,,160000.0,2013.0,Automatique,Diesel,27-07-2023,9.0,5.0,Blanc,Suvet4x4,,,
FORD Fiesta,115 000 Dhs,,62000.0,2018.0,Manuelle,Diesel,27-07-2023,6.0,5.0,Noir,Citadine,,,
SKODA Kodiaq,240 000 Dhs,,151000.0,2018.0,Automatique,Diesel,27-07-2023,8.0,5.0,Blanc,Suvet4x4,,,
RENAULT Megane,95 000 Dhs,,177000.0,2013.0,Manuelle,Diesel,27-07-2023,7.0,5.0,Gris,Compact,,,
DACIA Sandero,106 000 Dhs,,150000.0,2016.0,Manuelle,Diesel,27-07-2023,5.0,,Grisfonce,Citadine,,,
CADILLAC Escalade,350 000 Dhs,,130000.0,2011.0,Automatique,Essence,27-07-2023,11.0,5.0,Noir,Suvet4x4,,,
CITROEN C4 picasso,85 000 Dhs,,262000.0,2007.0,Manuelle,Diesel,27-07-2023,6.0,5.0,Gris,Crossover,2016,,
RENAULT Kangoo,118 000 Dhs,,78000.0,2018.0,Manuelle,Diesel,27-07-2023,6.0,4.0,Noir,Utilitaire(minivan),,,
DACIA Logan,52 000 Dhs,,200000.0,2012.0,Manuelle,Diesel,27-07-2023,6.0,5.0,Blanc,Berline,,,
HYUNDAI I10,52 000 Dhs,,157000.0,2010.0,Manuelle,Essence,27-07-2023,6.0,5.0,Bleumarine,Citadine,,,
HYUNDAI Accent,88 000 Dhs,,161000.0,2016.0,Manuelle,Diesel,27-07-2023,6.0,5.0,Gris,Berline,,Oui,
FORD Focus 4p,115 000 Dhs,,160000.0,2012.0,Manuelle,Diesel,26-07-2023,6.0,4.0,Noir,Berline,,,
HYUNDAI I30,265 000 Dhs,,110000.0,2022.0,Automatique,Diesel,26-07-2023,6.0,4.0,Noir,Compact,,Oui,
