Title,Price,Importé neuf,Kilométrage,Année,Boite de vitesses,Carburant,Date,Puissance fiscale,Nombre de portes,Couleur,Carrosserie,Véhicule dédouané,Première main,Véhicule en garantie
FORD Focus 5p,135 000 Dhs,,110000.0,2016.0,Manuelle,Diesel,15-08-2023,6.0,5.0,Grisclair,Compact,,,
HYUNDAI Santa fe,77 000 Dhs,,270000.0,2007.0,Manuelle,Diesel,15-08-2023,8.0,5.0,Argent,Suvet4x4,,,
BMW Serie 5,170 000 Dhs,Oui,173000.0,2011.0,Automatique,Diesel,15-08-2023,8.0,5.0,Blanc,Berline,,,
VOLKSWAGEN Jetta,88 000 Dhs,,274000.0,2009.0,Manuelle,Diesel,15-08-2023,8.0,4.0,Blanc,Citadine,,Oui,
PEUGEOT 307,78 000 Dhs,,302000.0,2008.0,Manuelle,Diesel,15-08-2023,6.0,5.0,Bleumarine,,,,
RENAULT Captur,135 000 Dhs,,120000.0,2016.0,Automatique,Diesel,15-08-2023,6.0,5.0,Grisfonce,Coupé,,,
DACIA Duster,101 000 Dhs,,150000.0,2012.0,Manuelle,Diesel,15-08-2023,7.0,,,,,,
BMW Serie 3,102 000 Dhs,,115000.0,2011.0,Manuelle,Essence,15-08-2023,11.0,5.0,Blanc,Berline,,,
DACIA Logan,45 000 Dhs,,180000.0,2006.0,Manuelle,Essence,15-08-2023,7.0,5.0,Autre,Berline,,,
MERCEDES Gla,300 000 Dhs,,41000.0,2018.0,Manuelle,Diesel,15-08-2023,6.0,,,,2021,Oui,
VOLKSWAGEN Touran,130 000 Dhs,,260000.0,2012.0,Automatique,Diesel,15-08-2023,6.0,5.0,Noir,Monospace,2015,,
MERCEDES 200,350 000 Dhs,,120000.0,2019.0,Automatique,Diesel,15-08-2023,8.0,5.0,Blanc,Citadine,,Oui,
RENAULT Megane,155 000 Dhs,,70000.0,2019.0,Manuelle,Diesel,15-08-2023,6.0,5.0,Bleu,Micro-citadine,,Oui,
MERCEDES 190,28 000 Dhs,,,1987.0,Manuelle,Diesel,15-08-2023,8.0,5.0,,,1993,,
JEEP Grand cherokee,180 000 Dhs,,130000.0,2017.0,Automatique,Diesel,15-08-2023,12.0,5.0,Bleumarine,Suvet4x4,,Oui,
DACIA Duster,120 000 Dhs,,144000.0,2016.0,Manuelle,Diesel,15-08-2023,6.0,5.0,Noir,Citadine,,,
DACIA Logan,77 000 Dhs,,92000.0,2017.0,Manuelle,Essence,15-08-2023,7.0,,Blanc,,,,
DACIA Logan,115 000 Dhs,,80000.0,2017.0,Manuelle,Diesel,15-08-2023,6.0,5.0,Marron,Berline,,Oui,
SEAT Leon,140 000 Dhs,,88000.0,2018.0,Manuelle,Diesel,15-08-2023,6.0,5.0,Blanc,Coupé,,,
AUDI A3 berline,245 000 Dhs,,136000.0,2018.0,Automatique,Diesel,14-08-2023,7.0,5.0,Noir,Berline,,,
RENAULT Megane,117 000 Dhs,,188000.0,2015.0,Manuelle,Diesel,14-08-2023,6.0,5.0,Noir,,,,
FORD Autre,120 000 Dhs,,200000.0,2014.0,Manuelle,Diesel,14-08-2023,6.0,5.0,Gris,,,,
VOLKSWAGEN Tiguan,,,34000.0,2022.0,Automatique,Diesel,14-08-2023,8.0,4.0,Grisclair,Suvet4x4,,Oui,
VOLKSWAGEN Tiguan,310 000 Dhs,,110000.0,2020.0,Automatique,Diesel,14-08-2023,,4.0,Noir,Suvet4x4,,Oui,
HYUNDAI Tucson,260 000 Dhs,,59000.0,2019.0,Automatique,Diesel,14-08-2023,6.0,5.0,Grisfonce,Cabriolet,,Oui,12Mois
RENAULT Grand scenic,77 000 Dhs,,230000.0,2006.0,Manuelle,Diesel,14-08-2023,6.0,5.0,Noir,Monospace,,Oui,
AUTRE Autre,260 000 Dhs,,,2018.0,Manuelle,Diesel,14-08-2023,4.0,2.0,Bleu,Utilitaire(van),,,
VOLKSWAGEN Touareg,160 000 Dhs,,180000.0,2016.0,Automatique,Diesel,14-08-2023,,5.0,Noir,,,,
RENAULT Clio,98 000 Dhs,,130000.0,2016.0,Manuelle,Diesel,14-08-2023,6.0,,Rougefonce,Coupé,,,1Mois
VOLKSWAGEN Fox,43 000 Dhs,,125000.0,2007.0,Manuelle,Essence,14-08-2023,6.0,5.0,Bleumarine,Compact,,,
FORD Fiesta,95 000 Dhs,,56000.0,2017.0,Manuelle,Diesel,14-08-2023,6.0,5.0,Argent,,,,
MERCEDES Gls,,Oui,4000.0,2023.0,Automatique,Essence,14-08-2023,24.0,5.0,,,2023,Oui,
RENAULT Laguna,68 000 Dhs,,170000.0,2008.0,Manuelle,Diesel,14-08-2023,,,,Berline,,,
RENAULT Fluence,88 000 Dhs,,3600000.0,2011.0,Manuelle,Diesel,14-08-2023,6.0,5.0,Grisfonce,Berline,,,
LAND-ROVER Discovery sport,230 000 Dhs,,143694.0,2015.0,Automatique,Diesel,13-08-2023,9.0,5.0,Noir,,,,
PEUGEOT 508,150 000 Dhs,,79000.0,2018.0,Manuelle,Diesel,13-08-2023,8.0,4.0,Noir,Berline,,Oui,
PEUGEOT 508,92 000 Dhs,,205000.0,2014.0,Manuelle,Diesel,13-08-2023,6.0,5.0,Blanc,Break,,,
HONDA Civic,79 000 Dhs,,250000.0,2010.0,Manuelle,Diesel,13-08-2023,8.0,5.0,Rouge,Coupé,,Oui,1Mois
AUDI A3 sportback,130 000 Dhs,Oui,104000.0,2012.0,Automatique,Diesel,13-08-2023,6.0,5.0,Bleuclair,Coupé,,,
NISSAN Qashqai,177 000 Dhs,,100000.0,2017.0,Manuelle,Diesel,13-08-2023,6.0,,Noir,Suvet4x4,,,
NISSAN Qashqai,130 000 Dhs,,182000.0,2012.0,Manuelle,Diesel,13-08-2023,,4.0,Noir,,,,
SKODA Octavia,168 000 Dhs,,103000.0,2017.0,Manuelle,Diesel,13-08-2023,8.0,5.0,Blanc,,,,
ALFA-ROMEO Giulietta,130 000 Dhs,,182.0,2014.0,Automatique,Diesel,13-08-2023,8.0,,,,,,
ALFA-ROMEO Giulietta,130 000 Dhs,,182000.0,2014.0,Automatique,Diesel,13-08-2023,8.0,,,,,,
VOLKSWAGEN Passat cc,248 000 Dhs,,85000.0,2019.0,Automatique,Diesel,13-08-2023,8.0,,Blanc,,,,
FORD Fiesta,110 000 Dhs,,92.0,2017.0,Manuelle,Diesel,13-08-2023,6.0,5.0,Blanc,Coupé,,,
VOLKSWAGEN Polo,93 000 Dhs,,138000.0,2013.0,Manuelle,Diesel,13-08-2023,5.0,5.0,Blanc,Citadine,,,
BMW Serie 3,270 000 Dhs,,50000.0,2018.0,Automatique,Diesel,13-08-2023,8.0,,Grisanthracite,Berline,,,
ALFA-ROMEO Giulietta,130 000 Dhs,,182.0,2014.0,Automatique,Diesel,13-08-2023,8.0,,,,,,
DACIA Dokker,83 000 Dhs,,150000.0,2019.0,Manuelle,Diesel,13-08-2023,6.0,3.0,Blanc,Utilitaire(van),,Oui,
RENAULT Express,40 000 Dhs,,290000.0,1998.0,Manuelle,Diesel,13-08-2023,6.0,,Blanc,Cc,2006,,
TOYOTA Prado,103 000 Dhs,,350000.0,2008.0,Manuelle,Diesel,13-08-2023,12.0,5.0,Gris,Suvet4x4,,,
VOLKSWAGEN Golf 8,240 000 Dhs,,20000.0,2022.0,Automatique,Diesel,13-08-2023,8.0,5.0,Noir,,,Oui,
HYUNDAI Ix35,155 000 Dhs,,130000.0,2014.0,Automatique,Diesel,13-08-2023,8.0,5.0,Noir,,,,
HYUNDAI Accent,180 000 Dhs,,83000.0,2021.0,Manuelle,Diesel,13-08-2023,6.0,5.0,Grisfonce,Berline,,Oui,
DACIA Duster,120 000 Dhs,,200000.0,2014.0,Manuelle,Diesel,13-08-2023,6.0,5.0,Gris,Suvet4x4,,Oui,
MERCEDES Glc,280 000 Dhs,,290000.0,2018.0,Automatique,Diesel,12-08-2023,11.0,5.0,Grisfonce,Suvet4x4,,,
CHEVROLET Spark,37 000 Dhs,,120000.0,2010.0,Manuelle,Essence,12-08-2023,5.0,,Noir,Micro-citadine,,,
VOLKSWAGEN Passat cc,,Oui,148000.0,2011.0,Manuelle,Diesel,12-08-2023,,5.0,Noir,Cc,,,
AUDI A5 sportback,280 000 Dhs,,150000.0,2017.0,Automatique,Diesel,12-08-2023,9.0,5.0,Noir,Cc,2022,Oui,
BMW Serie 5,230 000 Dhs,,141000.0,2015.0,Automatique,Diesel,12-08-2023,8.0,5.0,Noir,,,,
AUDI Q3,310 000 Dhs,Oui,107000.0,2016.0,Automatique,Diesel,12-08-2023,8.0,5.0,Blanccassé,Suvet4x4,,,
SKODA Kodiaq,320 000 Dhs,,579.0,2020.0,Automatique,Diesel,12-08-2023,,5.0,Noir,Suvet4x4,,Oui,
RENAULT Kadjar,205 000 Dhs,,50000.0,2019.0,Manuelle,Diesel,12-08-2023,6.0,5.0,Bleumarine,,,Oui,
VOLKSWAGEN Golf 6,110 000 Dhs,,192000.0,2011.0,Manuelle,Diesel,12-08-2023,6.0,5.0,Blanc,,,,
DACIA Dokker,120 000 Dhs,,97000.0,2020.0,Manuelle,Diesel,12-08-2023,6.0,4.0,Blanc,Utilitaire(minivan),,,
NISSAN Qashqai,155 000 Dhs,,139000.0,2015.0,Manuelle,Diesel,12-08-2023,6.0,,Marron,Suvet4x4,,Oui,
CITROEN C5,85 000 Dhs,,200.0,2012.0,Automatique,Diesel,12-08-2023,8.0,5.0,Grisanthracite,Berline,,,
MERCEDES Classe c,480 000 Dhs,,28000.0,2022.0,Automatique,Essence,12-08-2023,,5.0,Grisanthracite,Berline,,Oui,
CITROEN C4 picasso,190 000 Dhs,,108000.0,2018.0,Automatique,Diesel,12-08-2023,8.0,5.0,Marronclair,Monospace,,Oui,
JEEP Autre,168 000 Dhs,,120.0,2018.0,Manuelle,Diesel,12-08-2023,6.0,5.0,Bleu,Cabriolet,,,
SEAT Ibiza,105 000 Dhs,,120000.0,2016.0,Manuelle,Diesel,12-08-2023,6.0,5.0,Grisfonce,Citadine,,,
OPEL Astra,158 000 Dhs,,108000.0,2017.0,Manuelle,Diesel,12-08-2023,6.0,5.0,Noir,,,,
FORD Fiesta,69 000 Dhs,,187000.0,2013.0,Manuelle,Essence,12-08-2023,7.0,5.0,Blanc,,,,
KIA Picanto,57 000 Dhs,,150000.0,2010.0,Manuelle,Essence,12-08-2023,6.0,5.0,Gris,Citadine,,,
JAGUAR Xf,180 000 Dhs,,130000.0,2014.0,Automatique,Diesel,12-08-2023,9.0,5.0,Blanc,Berline,,Oui,
VOLKSWAGEN Passat,86 000 Dhs,,280000.0,2006.0,Manuelle,Diesel,12-08-2023,8.0,5.0,Grisfonce,Berline,,,
HYUNDAI Accent,130 000 Dhs,,530000.0,2017.0,Manuelle,Diesel,12-08-2023,6.0,5.0,Gris,Citadine,,Oui,
OPEL Astra,115 000 Dhs,,165000.0,2014.0,Manuelle,Diesel,12-08-2023,7.0,5.0,Or,Citadine,,,
MERCEDES 220,480 000 Dhs,,130000.0,2020.0,Automatique,Diesel,12-08-2023,,5.0,Noir,Berline,2020,Oui,
ALFA-ROMEO Giulietta,86 000 Dhs,,125000.0,2012.0,Manuelle,Essence,12-08-2023,8.0,5.0,,,,,
SKODA Fabia,98 000 Dhs,,75000.0,2019.0,Manuelle,Essence,12-08-2023,5.0,5.0,Blanc,Coupé,,,2Mois
DACIA Duster,107 000 Dhs,,194000.0,2013.0,Manuelle,Diesel,11-08-2023,6.0,5.0,Noir,,,,
CITROEN Jumper,175 000 Dhs,,99000.0,2019.0,Manuelle,Diesel,11-08-2023,,,,Utilitaire(van),,,
CITROEN Jumper,168 000 Dhs,,100000.0,2019.0,Manuelle,Diesel,11-08-2023,9.0,5.0,Blanc,Utilitaire(van),,,
VOLKSWAGEN Passat,85 000 Dhs,,300000.0,2008.0,Manuelle,Diesel,11-08-2023,8.0,,Noir,,,,12Mois
BMW M3,235 000 Dhs,,180000.0,2017.0,Automatique,Diesel,11-08-2023,8.0,5.0,Noir,Suvet4x4,,,
HYUNDAI I20,78 000 Dhs,,207000.0,2013.0,Manuelle,Diesel,11-08-2023,6.0,5.0,Noir,,,,
MERCEDES 200,95 000 Dhs,,230000.0,2006.0,Manuelle,Diesel,11-08-2023,9.0,5.0,Noir,Berline,,,
RENAULT Kadjar,207 000 Dhs,,69000.0,2018.0,Manuelle,Diesel,11-08-2023,6.0,5.0,Noir,Suvet4x4,,Oui,
DAEWOO Nexia,8 000 Dhs,,300000.0,1996.0,Manuelle,Essence,11-08-2023,9.0,4.0,Bleumarine,Berline,,,
PEUGEOT Partner tepee,110 000 Dhs,,164857.0,2016.0,Manuelle,Diesel,11-08-2023,6.0,4.0,Grisanthracite,,,Oui,
MERCEDES Classe c,270 000 Dhs,,150000.0,2018.0,Automatique,Diesel,11-08-2023,7.0,4.0,Noir,Berline,,,300Mois
PEUGEOT 308,95 000 Dhs,,200000.0,2011.0,Manuelle,Diesel,11-08-2023,6.0,5.0,Or,Monospace,,,
BMW X1,230 000 Dhs,,150000.0,2018.0,Manuelle,Diesel,11-08-2023,6.0,5.0,Noir,Suvet4x4,,Oui,
PEUGEOT 206+,52 000 Dhs,,200000.0,2021.0,Manuelle,Essence,11-08-2023,6.0,5.0,Grisfonce,Cc,,,
MERCEDES Classe c,120 000 Dhs,,200000.0,2009.0,Manuelle,Diesel,11-08-2023,9.0,5.0,Noir,Cc,,Oui,1Mois
LAND-ROVER Discovery sport,295 000 Dhs,,166000.0,2016.0,Automatique,Diesel,10-08-2023,9.0,5.0,Marronclair,Suvet4x4,,Oui,
FIAT Punto,57 000 Dhs,,185000.0,2012.0,Manuelle,Diesel,10-08-2023,5.0,5.0,Argent,Citadine,,,
FIAT Tipo,90 000 Dhs,,96000.0,2018.0,Manuelle,Diesel,10-08-2023,5.0,,Blanc,Cabriolet,,Oui,
PEUGEOT 308,158 000 Dhs,,54000.0,2019.0,Manuelle,Diesel,10-08-2023,6.0,5.0,Marron,,,,
DFSK K01s,65 000 Dhs,,,2017.0,Manuelle,Essence,10-08-2023,6.0,3.0,Blanc,Utilitaire(minivan),,Oui,
FORD C max,130 000 Dhs,,156000.0,2013.0,Manuelle,Diesel,10-08-2023,6.0,5.0,Noir,Berline,,,
HYUNDAI Accent,105 000 Dhs,,165000.0,2017.0,Manuelle,Diesel,10-08-2023,6.0,4.0,Blanc,Berline,,,
MERCEDES 250,72 000 Dhs,,350000.0,1996.0,Automatique,Diesel,10-08-2023,10.0,5.0,Argent,Cabriolet,2000,,1Mois
TOYOTA C-hr,190 000 Dhs,,170000.0,2018.0,Automatique,Hybride,10-08-2023,10.0,5.0,Bordeaux,Suvet4x4,,Oui,
HYUNDAI I10,52 000 Dhs,,111000.0,2009.0,Manuelle,Essence,10-08-2023,6.0,6.0,Beige,Cc,,,
DACIA Logan,80 000 Dhs,,,2021.0,Manuelle,Diesel,10-08-2023,,4.0,Marron,,,Oui,
PEUGEOT 407,73 000 Dhs,,300000.0,2006.0,Automatique,Diesel,10-08-2023,8.0,5.0,Autre,Cabriolet,2007,,
VOLKSWAGEN Jetta,178 000 Dhs,,95000.0,2019.0,Manuelle,Diesel,10-08-2023,8.0,5.0,Gris,Berline,,,
BMW Serie 3,128 000 Dhs,,280000.0,2008.0,Manuelle,Diesel,10-08-2023,8.0,3.0,Noir,Coupé,,,
PEUGEOT 207,59 000 Dhs,,140000.0,2008.0,Manuelle,Essence,10-08-2023,8.0,,Argent,,,,
BMW Serie 3,128 000 Dhs,,280000.0,2008.0,Manuelle,Diesel,10-08-2023,8.0,3.0,Noir,Coupé,,,
LAND-ROVER Range rover sport,,,4000.0,2023.0,Automatique,Diesel,10-08-2023,12.0,5.0,,,2023,Oui,
LAND-ROVER Range rover velar,480 000 Dhs,,,2018.0,Automatique,Diesel,10-08-2023,8.0,4.0,Noir,,,Oui,
DACIA Logan,137 000 Dhs,,13000.0,2022.0,Manuelle,Diesel,10-08-2023,6.0,5.0,Gris,Berline,,Oui,
SEAT Leon,180 000 Dhs,,190000.0,2016.0,Manuelle,Diesel,10-08-2023,8.0,5.0,Rougefonce,Citadine,,,
AUDI Q3,450 000 Dhs,,1000.0,2019.0,Automatique,Diesel,09-08-2023,7.0,5.0,Bleu,Suvet4x4,,Oui,2Mois
TOYOTA C-hr,240 000 Dhs,,,2021.0,Automatique,Hybride,09-08-2023,,5.0,Orange,,,Oui,
DACIA Dokker,120 000 Dhs,,158000.0,2015.0,Manuelle,Diesel,09-08-2023,,6.0,Gris,,,,
MERCEDES Viano,105 000 Dhs,,179000.0,2004.0,Manuelle,Diesel,09-08-2023,10.0,5.0,Blanc,Utilitaire(van),2010,,
DACIA Dokker,133 000 Dhs,,55200.0,2019.0,Manuelle,Diesel,09-08-2023,6.0,6.0,Blanc,Break,,,
FIAT Doblo,89 000 Dhs,,164000.0,2016.0,Manuelle,Diesel,09-08-2023,5.0,,Blanc,,,,
FORD Kuga,168 000 Dhs,,94000.0,2016.0,Manuelle,Diesel,09-08-2023,8.0,5.0,Grisfonce,Suvet4x4,,,
DACIA Logan,159 000 Dhs,,25000.0,2022.0,Manuelle,Diesel,09-08-2023,6.0,,Grisfonce,Citadine,,Oui,
VOLKSWAGEN Polo,17 000 Dhs,,,1991.0,Manuelle,Essence,09-08-2023,7.0,3.0,Rouge,Coupé,,,3Mois
FIAT Punto,73 000 Dhs,Oui,200000.0,2008.0,Manuelle,Diesel,09-08-2023,5.0,5.0,Gris,Coupé,,,
OPEL Corsa,120 000 Dhs,,37000.0,2021.0,Manuelle,Essence,09-08-2023,7.0,,Blanc,,,Oui,
OPEL Zafira,80 000 Dhs,,196000.0,2006.0,Manuelle,Diesel,09-08-2023,8.0,5.0,Noir,Berline,2014,,
DACIA Logan,105 000 Dhs,,94000.0,2017.0,Manuelle,Diesel,09-08-2023,6.0,5.0,Noir,Berline,,Oui,
TOYOTA Rav-4,160 000 Dhs,,190000.0,2011.0,Manuelle,Diesel,09-08-2023,10.0,5.0,Blanc,Suvet4x4,2019,Oui,
MERCEDES Classe c,,Oui,34000.0,2022.0,Automatique,Diesel,09-08-2023,8.0,5.0,,,2022,Oui,
MERCEDES Classe s,,Oui,19000.0,2021.0,Automatique,Diesel,09-08-2023,12.0,5.0,,,2021,Oui,
OPEL Corsa,88 000 Dhs,,162000.0,2013.0,Manuelle,Diesel,09-08-2023,5.0,5.0,Noir,Citadine,,Oui,
JAGUAR Xe,245 000 Dhs,,138000.0,2016.0,Automatique,Diesel,09-08-2023,8.0,5.0,Noir,Berline,,Oui,
NISSAN Juke,130 000 Dhs,,146000.0,2016.0,Manuelle,Diesel,09-08-2023,6.0,,Noir,Suvet4x4,,,
VOLKSWAGEN Cc,150 000 Dhs,,186000.0,2015.0,Manuelle,Diesel,09-08-2023,9.0,,Bleu,Berline,,,
MINI Cooper,88 000 Dhs,Oui,174000.0,2010.0,Manuelle,Essence,09-08-2023,9.0,3.0,Rouge,Coupé,,Oui,
VOLKSWAGEN Passat,170 000 Dhs,,298000.0,2017.0,Automatique,Diesel,08-08-2023,8.0,5.0,Noir,Berline,,Oui,
MERCEDES Classe a,365 000 Dhs,,76000.0,2021.0,Automatique,Diesel,08-08-2023,9.0,5.0,Grisfonce,Break,,Oui,6Mois
MITSUBISHI L200,148 000 Dhs,,99000.0,2018.0,Manuelle,Diesel,08-08-2023,10.0,,,,2018,,
VOLKSWAGEN Golf 7,170 400 Dhs,,183000.0,2013.0,Automatique,Diesel,08-08-2023,6.0,5.0,Grisfonce,Coupé,2017,,
PORSCHE Cayenne coupe,840 000 Dhs,Oui,70000.0,2020.0,Automatique,Essence,08-08-2023,6.0,5.0,Noir,Suvet4x4,,Oui,24Mois
RENAULT Symbol,49 000 Dhs,,,2009.0,Manuelle,Essence,08-08-2023,7.0,,Grisclair,Berline,,,
PEUGEOT 206+,62 000 Dhs,,133000.0,2013.0,Manuelle,Essence,08-08-2023,6.0,,Gris,Citadine,,Oui,
FIAT Panda,74 000 Dhs,,98000.0,2017.0,Manuelle,Essence,08-08-2023,6.0,5.0,Gris,Coupé,,,
FIAT Autre,,,99000.0,2020.0,Manuelle,Diesel,08-08-2023,5.0,,,,2020,Oui,
AUDI Rs-q3,180 000 Dhs,,182000.0,2013.0,Automatique,Diesel,08-08-2023,9.0,5.0,Grisclair,Suvet4x4,,,
BMW Serie 1,260 000 Dhs,,150000.0,2016.0,Automatique,Diesel,08-08-2023,8.0,5.0,Grisfonce,Compact,,,
LANCIA Delta,80 000 Dhs,,198000.0,2013.0,Manuelle,Diesel,08-08-2023,6.0,5.0,Marronclair,Compact,,,
VOLKSWAGEN Golf 4,64 000 Dhs,,365000.0,1999.0,Manuelle,Diesel,08-08-2023,8.0,5.0,Gris,,2009,,
BMW Serie 5,260 000 Dhs,,138000.0,2016.0,Automatique,Diesel,08-08-2023,8.0,5.0,Noir,Berline,,,
FORD Focus 5p,140 000 Dhs,,144000.0,2015.0,Manuelle,Diesel,08-08-2023,6.0,5.0,Gris,Break,,,1Mois
CITROEN C3,155 000 Dhs,,7000.0,2021.0,Manuelle,Diesel,08-08-2023,6.0,5.0,Bordeaux,Coupé,,Oui,6Mois
FIAT Punto,74 000 Dhs,,110400.0,2016.0,Manuelle,Diesel,08-08-2023,5.0,5.0,Noir,Citadine,,,
VOLKSWAGEN Jetta,89 000 Dhs,,200000.0,2008.0,Manuelle,Diesel,08-08-2023,8.0,5.0,Grisfonce,Cabriolet,,,
CITROEN C3 aircross,180 000 Dhs,,21000.0,2022.0,Manuelle,Diesel,08-08-2023,6.0,5.0,Blanc,Coupé,,,
BMW Serie 4,278 000 Dhs,,150000.0,2017.0,Automatique,Diesel,08-08-2023,8.0,3.0,Blanc,Coupé,,,
RENAULT Kangoo,115 000 Dhs,,330000.0,2016.0,Manuelle,Diesel,08-08-2023,6.0,5.0,Gris,Utilitaire(minivan),,Oui,1Mois
CITROEN C-elysee,130 000 Dhs,,30000.0,2020.0,Manuelle,Diesel,08-08-2023,6.0,5.0,Beige,Berline,,Oui,
MERCEDES 250,35 000 Dhs,,,1987.0,Manuelle,Diesel,08-08-2023,9.0,5.0,Noir,Berline,,,
PEUGEOT Boxer,110 000 Dhs,,300000.0,2011.0,Manuelle,Diesel,08-08-2023,9.0,5.0,Blanc,Utilitaire(van),,,
VOLKSWAGEN Jetta,198 000 Dhs,,39000.0,2020.0,Automatique,Diesel,08-08-2023,8.0,5.0,Blanc,,,Oui,
ROVER 75,55 000 Dhs,Oui,350000.0,2001.0,Manuelle,Diesel,07-08-2023,8.0,5.0,Bleumarine,Berline,,,
RENAULT Megane,47 000 Dhs,,180000.0,2000.0,Manuelle,Diesel,07-08-2023,7.0,5.0,Grisclair,Monospace,,,
AUDI A4,240 000 Dhs,,153000.0,2016.0,Automatique,Diesel,07-08-2023,8.0,5.0,Noir,Berline,,Oui,
FORD Fusion,58 000 Dhs,,143000.0,2010.0,Manuelle,Essence,07-08-2023,5.0,5.0,Autre,,,Oui,
VOLKSWAGEN Golf 5,52 000 Dhs,,300000.0,2006.0,Manuelle,Diesel,07-08-2023,8.0,5.0,Noir,Monospace,,,1Mois
VOLKSWAGEN Cc,169 000 Dhs,,186000.0,2015.0,Manuelle,Diesel,07-08-2023,8.0,5.0,Noir,Cc,,,
HONDA Civic,45 000 Dhs,,160000.0,2004.0,Automatique,Essence,07-08-2023,9.0,,Beige,Cabriolet,,,
FORD Autre,115 000 Dhs,,199847.0,2012.0,Manuelle,Diesel,07-08-2023,6.0,4.0,Grisclair,Coupé,,,
MERCEDES Classe c,58 000 Dhs,,320000.0,1996.0,Manuelle,Diesel,07-08-2023,8.0,5.0,Grisclair,Berline,2009,,
VOLKSWAGEN Golf 7,215 000 Dhs,,106000.0,2019.0,Automatique,Diesel,07-08-2023,7.0,5.0,Autre,Berline,2023,Oui,1Mois
RENAULT Megane,135 000 Dhs,,120000.0,2017.0,Manuelle,Diesel,07-08-2023,6.0,,Bleu,Coupé,,Oui,
FIAT Punto,55 000 Dhs,,80000.0,2012.0,Manuelle,Essence,07-08-2023,7.0,5.0,Beige,Cabriolet,,,
MERCEDES Classe a,330 000 Dhs,,75000.0,2019.0,Automatique,Diesel,07-08-2023,8.0,5.0,Blanc,Compact,,,
ZOTYE 2008,38 000 Dhs,,122000.0,2008.0,Manuelle,Essence,07-08-2023,7.0,5.0,Grisfonce,Citadine,,,
FIAT Panda,83 000 Dhs,,10000.0,2018.0,Manuelle,Essence,07-08-2023,6.0,,,Cc,,Oui,
DAEWOO Lanos,28 000 Dhs,,1250000.0,2000.0,Manuelle,Essence,07-08-2023,9.0,5.0,Bleu,Cc,,,6Mois
NISSAN Qashqai,160 000 Dhs,,188000.0,2015.0,Manuelle,Diesel,07-08-2023,6.0,5.0,Gris,Suvet4x4,,,
RENAULT R11,32 000 Dhs,,,1987.0,Manuelle,Diesel,07-08-2023,6.0,5.0,Argent,Monospace,1995,,2Mois
MERCEDES 220,60 000 Dhs,,348000.0,1999.0,Manuelle,Diesel,07-08-2023,8.0,4.0,Rouge,Berline,2009,,1Mois
ISUZU Autre,170 000 Dhs,,37000.0,2011.0,Manuelle,Diesel,06-08-2023,10.0,2.0,Blanc,Cabriolet,2011,,2Mois
KIA Ceed,73 000 Dhs,,195600.0,2009.0,Manuelle,Diesel,06-08-2023,6.0,5.0,Blanc,Break,,,
RENAULT Megane,150 000 Dhs,,65000.0,2016.0,Manuelle,Diesel,06-08-2023,6.0,5.0,Blanc,Coupé,,Oui,12Mois
SUZUKI Celerio,48 000 Dhs,,126000.0,2010.0,Manuelle,Essence,06-08-2023,6.0,5.0,Rouge,Citadine,,,
VOLKSWAGEN Touran,85 000 Dhs,,269152.0,2004.0,Manuelle,Diesel,06-08-2023,,4.0,Grisclair,,2012,,
VOLKSWAGEN Polo,124 000 Dhs,,72500.0,2017.0,Manuelle,Diesel,06-08-2023,6.0,5.0,Blanc,Citadine,,Oui,
DACIA Duster,126 000 Dhs,,118660.0,2016.0,Manuelle,Diesel,06-08-2023,6.0,5.0,Noir,,,,
AUDI A3 sportback,79 000 Dhs,,103000.0,2008.0,Manuelle,Essence,06-08-2023,8.0,5.0,Bleu,Coupé,,Oui,
DACIA Dokker,113 000 Dhs,,51000.0,2021.0,Manuelle,Diesel,06-08-2023,6.0,4.0,Blanc,,,,
HONDA Civic,57 000 Dhs,,175000.0,2008.0,Manuelle,Essence,06-08-2023,8.0,5.0,Noir,Citadine,,,
OPEL Crossland,170 000 Dhs,,34000.0,2020.0,Manuelle,Diesel,06-08-2023,6.0,5.0,Grisfonce,Monospace,,Oui,
PEUGEOT 307,49 000 Dhs,,570000.0,2002.0,Manuelle,Diesel,06-08-2023,8.0,,Argent,Coupé,2002,,
RENAULT Megane,72 000 Dhs,,223000.0,2007.0,Manuelle,Diesel,06-08-2023,7.0,5.0,Noir,Monospace,,,
FIAT Tipo,137 000 Dhs,,64000.0,2022.0,Manuelle,Diesel,06-08-2023,5.0,5.0,Gris,Berline,,Oui,
FORD Transit,245 000 Dhs,,76430.0,2019.0,Manuelle,Diesel,06-08-2023,9.0,3.0,Blanc,Utilitaire(van),,Oui,
FORD Fiesta,105 000 Dhs,,103000.0,2016.0,Manuelle,Diesel,06-08-2023,6.0,5.0,Noir,Citadine,,,
LAND-ROVER Range rover evoque,230 000 Dhs,Oui,160000.0,2013.0,Automatique,Diesel,06-08-2023,9.0,,Noir,,,,
FIAT Doblo,93 000 Dhs,,175.0,2016.0,Manuelle,Diesel,06-08-2023,,,,,,,
HYUNDAI H1,85 000 Dhs,Oui,348000.0,2010.0,Manuelle,Diesel,06-08-2023,10.0,5.0,Gris,Utilitaire(minivan),,,
VOLKSWAGEN Passat cc,177 000 Dhs,,106000.0,2013.0,Automatique,Diesel,06-08-2023,8.0,5.0,Noir,Cc,,,
